sentence_id,formality_score_from_raters,informativeness,implicature_score,length_in_words,length_in_characters,f_score,i_score,lexical_density,sentence_content,total_syllables_stop_words_excluded,total_syllables_per_word_stop_words_excluded,total_syllables_stop_words_included,total_syllables_per_word_stop_words_included,number_of_nouns,number_of_adjectives,number_of_adverbs,number_of_verbs,number_of_pronouns,number_of_stop_words,proportion_of_stop_words,number_of_spelling_and_grammatical_errors,spelling_and_grammar_errors_per_character,positive_vader_score,negative_vader_score,neutral_vader_score,compound_vader_score
3754,5.6,6.2,3.0,34,218,69.11764706,4.294117647,64.70588235,"Mr. Lugar also said that the administration ought to work with Hamid Karzai, the incumbent Afghan president, whose administration has been undermined by allegations of corruption, if he is re-elected for a second term.",50,2.5,64,1.8823529411764706,11,3,1,6,1,14,0.412,0,0.0,0.0,0.072,0.928,-0.3612
3755,4.4,3.4,6.4,12,69,66.66666667,2.5,66.66666667,"Mr. Lugar cautioned that it is unrealistic to expect a ""pure"" leader.",16,2.2857142857142856,21,1.75,4,1,0,3,1,5,0.417,0,0.0,0.0,0.0,1.0,0.0
3756,5.0,6.0,3.4,24,144,56.25,5.833333333,62.5,"Mr. Moffat, his lawyer has pointed out, has not been charged with profiting from the information he passed along to the broker, Danielle Chiesi.",28,2.1538461538461537,39,1.625,7,0,2,7,2,12,0.5,1,0.007,0.16,0.0,0.84,0.4926
3757,4.6,4.4,4.0,9,58,72.22222222,4.111111111,66.66666667,"Mr. Moffat, through his lawyer, has denied any wrongdoing.",9,1.8,14,1.5555555555555556,4,0,0,2,1,4,0.444,1,0.017,0.0,0.266,0.734,-0.4404
3758,4.4,5.4,2.8,18,107,55.55555556,5.944444444,77.77777778,"Mr. Mohammed said he never had trouble getting plants, because he lived near enough to Mr. Abbas's nursery.",23,1.7692307692307692,30,1.6666666666666667,7,0,3,4,2,5,0.278,0,0.0,0.117,0.0,0.883,0.3089
3759,4.4,4.8,4.4,25,156,84.0,5.52,60.0,"Mr Mubarak made no mention of the presidential election in his speech on Saturday, but promised a ""free, fair and competitive"" parliamentary vote next year.",36,2.25,45,1.8,8,5,0,2,1,9,0.36,0,0.0,0.276,0.054,0.67,0.7684
3760,5.4,4.8,4.0,19,118,81.57894737,3.736842105,73.68421053,"Mr Mubarak said the NDP's powerful policy secretariat, headed by his son Gamal, had an ambitious programme of reforms.",29,2.230769230769231,35,1.8421052631578947,9,2,0,3,1,6,0.316,2,0.017,0.258,0.0,0.742,0.7096
3761,5.2,5.8,4.2,29,175,84.48275862,3.344827586,55.17241379,Mr. Mugabe is quoted by the state-controlled media as dismissing the perception that the convening of the summit was a victory for the MDC as propaganda and cheap politicking.,37,2.642857142857143,52,1.793103448275862,10,2,0,4,0,15,0.517,0,0.0,0.0,0.069,0.931,-0.25
3762,5.6,5.8,3.2,20,114,85.0,3.45,65.0,"Mr. Owens has support from 36 percent of likely voters in the poll, with Mr. Hoffman garnering 35 percent support.",25,1.7857142857142858,31,1.55,9,2,0,2,0,6,0.3,0,0.0,0.231,0.0,0.769,0.6597
3763,3.0,5.8,3.2,13,61,76.92307692,3.538461538,53.84615385,"(Mr. Parsons, by the way, didn't show up on the list at all.)",7,1.1666666666666667,14,1.0769230769230769,4,0,1,2,0,8,0.615,0,0.0,0.0,0.0,1.0,0.0
3764,5.0,5.8,4.0,53,326,69.81132075,4.490566038,69.81132075,"""Mr. Qian used to hold academic seminars for us. We exchanged scientific ideas and wrote articles together. The whole time when we worked with Mr. Qian had a great influence on us,"" Yu Jingyuan, a senior researcher with the China Aerospace Science and Technology Corporation told Xinhua Saturday afternoon on hearing the news.",76,2.111111111111111,93,1.7547169811320755,21,5,2,8,4,17,0.321,5,0.015,0.076,0.0,0.924,0.6249
3765,6.0,5.8,3.6,19,115,60.52631579,3.421052632,78.94736842,Mr. Ramesh fretted that India's growth would be stunted if the country could not exploit its own natural resources.,22,1.8333333333333333,29,1.5263157894736843,6,2,1,4,1,7,0.368,0,0.0,0.286,0.0,0.714,0.6593
3766,5.4,5.6,3.4,39,213,73.07692308,4.717948718,58.97435897,Mr. Ramesh said 70 percent of India's iron ore lay in states infiltrated by Maoists; production in this area is stalled at 16 million tons a year even though the area has the potential to produce 100 million tons.,48,1.7777777777777777,60,1.5384615384615385,15,1,1,6,0,12,0.308,1,0.005,0.0,0.046,0.954,-0.2023
3767,4.4,5.2,2.6,23,147,82.60869565,6.130434783,56.52173913,"Mr Scholar returned to the Treasury after the 2007 on-off Election fiasco, and public-relations mogul Stephen Carter took over as head of strategy.",33,2.2,43,1.8695652173913044,11,1,0,2,0,8,0.348,0,0.0,0.069,0.126,0.805,-0.3612
3768,5.6,5.8,3.0,10,56,60.0,3.6,90.0,Mr. Simon could not be reached for comment Friday night.,11,1.5714285714285714,14,1.4,5,0,1,2,0,3,0.3,0,0.0,0.0,0.126,0.874,-0.0762
3769,3.4,5.0,5.2,29,159,60.34482759,5.379310345,68.96551724,"Mr Thomson said: 'Everybody else has moved into the Middle East market, from Marks & Spencer to Next, and it is strange that they haven't got a presence there.",31,1.8235294117647058,45,1.5517241379310345,10,1,3,6,2,13,0.448,1,0.006,0.0,0.065,0.935,-0.2023
3770,5.6,5.6,4.6,20,117,60.0,2.25,50.0,"Mr. Tsvangirai, however, hinted at compromise when he spoke to the media after the troika visited him at his offices.",25,2.5,36,1.8,6,0,2,3,3,10,0.5,0,0.0,0.0,0.0,1.0,0.0
3771,4.8,5.2,3.2,13,79,92.30769231,3.846153846,69.23076923,Mr. Tsvangirai is the leader of the Movement for Democratic Change (MDC) party.,18,2.25,23,1.7692307692307692,7,1,0,1,0,5,0.385,0,0.0,0.184,0.0,0.816,0.4019
3772,5.6,6.0,4.8,28,162,67.85714286,3.678571429,67.85714286,"""Mr. Yee denies the charges against him and intends to vigorously contest them,"" said Yee's lawyer, Michael Celio, a partner at Keker & Van Nest in San Francisco.",34,1.7,43,1.5357142857142858,13,0,1,4,2,9,0.321,4,0.025,0.051,0.167,0.782,-0.5267
3773,5.2,5.6,2.8,20,112,82.5,6.85,65.0,Ms Hands is moving out of the frontline to a new combined Downing Street and Foreign Office role on Afghanistan.,24,2.0,32,1.6,9,1,0,3,0,8,0.4,0,0.0,0.0,0.0,1.0,0.0
3774,4.8,5.0,3.6,10,59,75.0,4.6,60.0,Ms. Scozzafava has support from 20 percent of those polled.,12,2.0,17,1.7,4,0,0,2,0,4,0.4,0,0.0,0.231,0.0,0.769,0.4019
3775,5.8,4.4,3.8,39,221,67.94871795,6.717948718,64.1025641,"Ms. Scozzafava told the Watertown Daily Times that Siena Research Institute poll numbers show her too far behind to catch up, and she lacks enough money to spend on advertising in the last three days to make a difference.",48,1.8461538461538463,61,1.564102564102564,14,2,2,6,2,14,0.359,0,0.0,0.0,0.0,1.0,0.0
3776,5.8,6.4,2.0,18,106,83.33333333,6.444444444,72.22222222,"Ms Sheriff, who moves to Downing Street tomorrow, was fourth choice for the high-profile head of news job.",21,1.75,27,1.5,9,2,0,2,0,6,0.333,1,0.009,0.0,0.0,1.0,0.0
3777,3.6,5.6,4.2,38,234,65.78947368,6.342105263,60.52631579,"Ms. Tymoshenko, one of the leading candidates, and her bitter rival, President Viktor A. Yushchenko, who is far behind in polls in his bid for re-election, both sought to make clear that they were aggressively addressing the outbreak.",48,2.1818181818181817,65,1.7105263157894737,11,3,2,6,3,16,0.421,0,0.0,0.061,0.119,0.82,-0.3612
3778,4.2,5.8,4.8,32,190,73.4375,5.34375,68.75,"Much more is likely to be made of the contest in Virginia, where an independent college poll this week found Creigh Deeds, the Democrat, trailing Bob McDonnell, the Republican, by 17 points.",36,1.894736842105263,50,1.5625,12,2,3,5,0,13,0.406,0,0.0,0.0,0.0,1.0,0.0
3779,4.6,4.8,5.0,34,189,64.70588235,5.852941176,61.76470588,"Much of that criticism is, in my opinion, well-deserved; there are many, many ways in which we could do a better job at helping our students develop the skills they'll need to practice law.",35,1.8421052631578947,52,1.5294117647058822,8,5,0,6,4,17,0.5,0,0.0,0.134,0.076,0.789,0.296
3780,6.0,5.8,2.8,30,195,46.66666667,2.6,70.0,"""Much of the ductal carcinoma in situ diagnosed will never surface clinically. Therefore it constitutes overdiagnosis - that is, you are diagnosing something that would not have become an issue.""",48,2.6666666666666665,61,2.033333333333333,4,1,4,9,2,13,0.433,1,0.005,0.0,0.0,1.0,0.0
3781,1.8,5.0,4.4,15,84,63.33333333,4.866666667,66.66666667,muine and rhythmbox have always been dog slow and prone to crashing with my music...,14,1.75,21,1.4,4,2,1,3,1,7,0.467,2,0.024,0.0,0.0,1.0,0.0
3782,1.6,4.6,5.2,6,39,50.0,0.333333333,83.33333333,"Muine rocks, it's probably my favorite.",10,2.5,12,2.0,3,0,1,1,2,2,0.333,1,0.026,0.375,0.0,0.625,0.4588
3783,4.0,4.0,5.2,17,96,79.41176471,6.470588235,58.82352941,Multiply anything by the scale of the United States and the numbers start to sound absurdly big.,21,2.1,28,1.6470588235294117,6,1,1,2,0,7,0.412,1,0.01,0.149,0.0,0.851,0.4215
3784,5.4,6.2,4.2,30,204,76.66666667,4.266666667,56.66666667,"Murray and Cantwell described him as an ""asset to his community, friends and family,"" and like Hastings, asked that immigration authorities give Chaudhry full consideration in his request for citizenship.",45,2.5,57,1.9,13,1,0,3,3,12,0.4,1,0.005,0.231,0.0,0.769,0.7964
3785,4.4,4.4,5.2,10,67,55.0,5.5,70.0,"My attention, likewise, has been concentrated on those other areas.",13,3.25,21,2.1,3,1,0,3,1,6,0.6,0,0.0,0.0,0.0,1.0,0.0
3786,4.2,3.0,5.6,7,45,78.57142857,4.428571429,71.42857143,My colleague Charles Mahtesian has the story:,10,2.5,13,1.8571428571428572,4,0,0,1,1,3,0.429,1,0.022,0.0,0.0,1.0,0.0
3787,5.2,6.2,3.4,29,175,65.51724138,3.551724138,65.51724138,"My experience with Dell, Toshiba and HP is that you can download very detailed instructions from the manufacturer's web site that show exactly how to exchange a wireless card.",35,2.3333333333333335,50,1.7241379310344827,9,2,3,4,2,14,0.483,1,0.006,0.0,0.0,1.0,0.0
3788,2.8,5.6,3.6,23,97,82.60869565,4.173913043,47.82608696,My family is stopping over in NY on our way from Qatar to Boise ID at the end of June for 3 days.,16,1.4545454545454546,29,1.2608695652173914,8,0,0,3,2,12,0.522,0,0.0,0.0,0.071,0.929,-0.1531
3789,3.4,5.2,4.0,11,56,54.54545455,2.363636364,54.54545455,My fiance and I would like to elope in Saratoga Springs.,12,2.0,17,1.5454545454545454,3,0,0,2,2,5,0.455,1,0.018,0.217,0.0,0.783,0.3612
3790,3.0,3.8,3.8,9,38,50.0,4.444444444,55.55555556,My guess is that it is due to alltray.,4,1.3333333333333333,10,1.1111111111111112,1,1,0,3,2,6,0.667,1,0.026,0.0,0.0,1.0,0.0
3791,2.4,3.4,3.8,8,45,31.25,3.0,75.0,"My guess was that 1,000 wasn't really enough.",6,1.5,10,1.25,1,0,3,2,1,4,0.5,0,0.0,0.0,0.0,1.0,0.0
3792,2.0,4.2,2.6,13,63,65.38461538,2.615384615,53.84615385,My husband and I also enjoyed a nice polish beer with our meal!,11,1.5714285714285714,17,1.3076923076923077,3,2,1,1,3,6,0.462,0,0.0,0.415,0.0,0.585,0.75
3793,3.6,5.2,3.2,18,88,75.0,4.555555556,50.0,My husband and I are going to the Lake George area for a lacrosse tournament for 3 days.,16,1.7777777777777777,26,1.4444444444444444,6,1,0,2,2,9,0.5,0,0.0,0.0,0.0,1.0,0.0
3794,4.0,6.0,3.0,16,87,65.625,4.125,56.25,My husband and I will be visiting Cooperstown in early October on a Monday - Wednesday.,19,2.375,27,1.6875,5,1,0,2,2,8,0.5,1,0.011,0.0,0.0,1.0,0.0
3795,4.4,4.6,3.2,58,307,57.75862069,6.224137931,50.0,my idea is to create a udev-rule for wd-passport to have it mounted at the same point every time you plug it in but also to be able to run the following script on plugin (it places a notification-icon in the system tray that tells you that wd-passport is plugged in and that let's you safely disconnect it):,55,2.037037037037037,86,1.4827586206896552,10,5,2,12,8,33,0.569,6,0.02,0.098,0.0,0.902,0.705
3796,3.0,5.8,2.6,37,206,75.67567568,2.216216216,48.64864865,"my machine contains: 1Gb of physical ram, 2 ide hard disks (master/slave) with 80Gb each, an external usb disk with 150Gb (used to store the data from the simulation), and an energy backup apc (ups pro 650)",46,1.7692307692307692,57,1.5405405405405406,10,5,1,3,1,12,0.324,4,0.019,0.056,0.037,0.907,0.1779
3797,2.6,5.0,3.8,28,150,62.5,4.607142857,53.57142857,"""My mistake was I should have gotten an independent audit of that laboratory once a year or at least twice a year. But you learn from those mistakes.""",26,2.1666666666666665,43,1.5357142857142858,6,2,2,4,3,17,0.607,0,0.0,0.0,0.066,0.934,-0.1779
3798,3.0,5.2,3.8,13,71,50.0,4.076923077,69.23076923,My mother tongue is Spanish and I can't write diacritic symbols or ñ's.,15,1.875,20,1.5384615384615385,4,2,1,2,2,5,0.385,1,0.014,0.0,0.0,1.0,0.0
3799,2.4,5.6,3.8,23,113,73.91304348,3.826086957,56.52173913,My music folder is on the same HD as the system (a normal dekstop) and the Rhythmbox does not load all the songs.,16,1.6,29,1.2608695652173914,7,2,1,3,1,14,0.609,1,0.009,0.0,0.0,1.0,0.0
3800,4.0,4.8,3.6,5,22,70.0,6.0,80.0,My name is Paul Brock.,3,1.0,5,1.0,3,0,0,1,1,2,0.4,0,0.0,0.0,0.0,1.0,0.0
3801,2.6,6.0,4.6,39,179,53.84615385,7.051282051,66.66666667,"My old computer was an iMac G5 (Rev. B), and I recently got a MacBook, in hopes it would be ideal for running Linux, but could also go back to OS X if I ended up not liking Linux.",37,1.608695652173913,53,1.358974358974359,10,3,4,7,4,16,0.41,0,0.0,0.105,0.074,0.821,0.0549
3802,5.6,4.4,4.8,13,77,42.30769231,4.384615385,53.84615385,"""My opinion was that we should talk about human rights ourselves,"" he writes.",13,1.8571428571428572,20,1.5384615384615385,2,1,0,3,4,8,0.615,0,0.0,0.0,0.0,1.0,0.0
3803,2.2,4.0,4.4,7,34,71.42857143,5.142857143,57.14285714,My OS X partition is on /dev/had3.,7,1.75,10,1.4285714285714286,4,0,0,1,1,3,0.429,0,0.0,0.0,0.0,1.0,0.0
3804,5.2,4.8,3.8,36,189,62.5,8.361111111,63.88888889,"""My own sense is not to be pushy or in any way be disrespectful. While I have held other positions that have required leadership, my style isn't to run for the lights and for center stage.""",28,2.0,53,1.4722222222222223,8,4,2,9,3,23,0.639,0,0.0,0.051,0.0,0.949,0.2057
3805,2.2,3.0,3.4,10,45,60.0,3.1,60.0,"My own sense of the matter is no, they don't.",6,1.5,12,1.2,2,1,1,2,2,8,0.8,0,0.0,0.097,0.195,0.708,-0.2732
3806,2.8,5.0,3.4,19,95,65.78947368,5.0,52.63157895,"My parents bought a tray loading iMac, 32Mb ram etc just like yours while I was at high school.",14,1.2727272727272727,23,1.2105263157894737,7,1,1,3,2,8,0.421,1,0.011,0.135,0.0,0.865,0.3612
3810,3.4,4.2,3.8,15,87,90.0,5.066666667,73.33333333,My personal favorite in the High Peaks region is Mountain Mist Custard in Saranac Lake.,21,2.1,26,1.7333333333333334,9,1,0,1,1,5,0.333,1,0.011,0.176,0.0,0.824,0.4588
33,3.0,4.4,3.8,6,31,91.66666667,8.166666667,66.66666667,2) Double click on New Printer.,7,1.4,8,1.3333333333333333,4,0,0,0,0,1,0.167,1,0.032,0.0,0.0,1.0,0.0
295,5.6,4.6,3.0,11,66,68.18181818,6.272727273,90.90909091,"Also running are J. Brad Batteau, Kenneth Perkins and Donald Cook.",15,1.6666666666666667,18,1.6363636363636365,7,0,1,2,0,2,0.182,1,0.015,0.0,0.0,1.0,0.0
4907,4.2,4.2,4.8,6,38,50.0,6.166666667,83.33333333,Studnitz is now considering a lawsuit.,8,2.6666666666666665,11,1.8333333333333333,2,0,1,2,0,3,0.5,0,0.0,0.0,0.322,0.678,-0.2263
373,1.4,3.4,4.4,13,64,34.61538462,7.307692308,53.84615385,and i cant turn symnaptic on for somereason i cant even find it.,14,1.75,19,1.4615384615384615,4,1,1,3,1,6,0.462,7,0.109,0.0,0.0,1.0,0.0
4985,3.4,2.8,3.2,5,25,90.0,1.2,40.0,Thanks for all your help.,2,1.0,5,1.0,2,0,0,0,1,3,0.6,0,0.0,0.651,0.0,0.349,0.6808
375,3.0,1.4,3.0,9,50,38.88888889,1.111111111,66.66666667,"And, if anyone knows, where might we rent bikes???",9,1.5,13,1.4444444444444444,2,0,1,2,1,4,0.444,0,0.0,0.0,0.0,1.0,0.0
4987,4.8,3.0,2.2,9,43,50.0,3.111111111,55.55555556,Thanks for any help or advice you can give.,7,1.75,13,1.4444444444444444,3,0,0,1,1,5,0.556,0,0.0,0.444,0.0,0.556,0.6808
372,4.0,4.0,5.4,41,210,58.53658537,5.853658537,53.65853659,"And I can say that because I think there has to be, in any partnership, but more importantly in any plan for your own economic future, a hard look at where you're going to get the resources to meet these needs.",27,1.8,61,1.4878048780487805,6,3,4,8,4,27,0.659,0,0.0,0.083,0.039,0.878,0.4194
4984,3.6,4.4,4.0,13,72,73.07692308,5.076923077,61.53846154,"Thanks everyone, the script worked for me on my Lacie Rugged hard drive.",15,1.875,20,1.5384615384615385,6,1,0,1,2,5,0.385,0,0.0,0.19,0.092,0.719,0.3612
296,1.8,3.6,4.2,7,43,85.71428571,6.428571429,71.42857143,Also some good independents on Main Street.,9,1.8,11,1.5714285714285714,3,1,1,0,0,2,0.286,1,0.023,0.326,0.0,0.674,0.4404
4908,4.8,5.6,5.0,41,225,64.63414634,6.292682927,58.53658537,"Studnitz maintained that she had no criminal history and, indeed, the only court record the Baltimore Sun was able to uncover on her was a civil case related to a $11,676 judgment that a nursing home had been awarded in 2005.",43,2.0476190476190474,64,1.5609756097560976,9,4,1,10,2,21,0.512,1,0.004,0.062,0.129,0.808,-0.4404
294,5.6,6.0,2.6,18,126,80.55555556,5.555555556,77.77777778,"Also running are Darrell Rodriguez, a logistics coordinator for General Electric Energy, and Alex Wathen, a bankruptcy lawyer.",34,2.6153846153846154,40,2.2222222222222223,11,0,1,2,0,5,0.278,1,0.008,0.123,0.0,0.877,0.2732
4906,5.2,6.0,3.0,28,187,80.35714286,4.607142857,64.28571429,"Studnitz has since learned that an unspecified error in the FBI's National Criminal Information Center database was the cause for the SSA's initial determination that she was ""unsuitable.",44,2.75,56,2.0,11,3,0,4,1,12,0.429,1,0.005,0.08,0.18,0.74,-0.5267
371,3.4,2.6,3.2,10,52,45.0,6.3,70.0,And how much is the cab going to cost approximatly??,9,1.8,14,1.4,1,1,2,3,0,5,0.5,1,0.019,0.0,0.0,1.0,0.0
4983,2.0,3.6,4.0,2,17,100.0,1.5,100.0,Thanks everybody!,6,3.0,6,3.0,2,0,0,0,0,0,0.0,0,0.0,0.761,0.0,0.239,0.4926
377,1.4,3.6,4.8,27,137,44.44444444,5.37037037,62.96296296,"[And, if I switch to them, I can't even switch back. Have to go to a separate computer, ssh in and restart gdm. *very* annoying at best.]",25,1.5625,36,1.3333333333333333,5,3,4,7,3,14,0.519,1,0.007,0.0,0.105,0.895,-0.4019
4989,2.8,3.4,3.0,4,27,100.0,1.25,50.0,Thanks for any suggestions!,4,2.0,7,1.75,2,0,0,0,0,2,0.5,0,0.0,0.516,0.0,0.484,0.4926
376,2.0,2.4,4.0,5,35,90.0,1.4,60.0,and (if applicable) Airport extreme,10,2.5,11,2.2,2,1,0,0,0,2,0.4,1,0.029,0.0,0.0,1.0,0.0
4988,2.2,3.4,3.6,7,45,57.14285714,1.714285714,57.14285714,Thanks for any information you may provide!!!,9,2.25,13,1.8571428571428572,2,0,0,1,1,3,0.429,0,0.0,0.386,0.0,0.614,0.5826
297,2.2,3.4,3.8,10,48,50.0,4.4,70.0,Also the install that I am using is prety fresh.,9,1.8,14,1.4,2,1,1,3,1,5,0.5,3,0.062,0.223,0.0,0.777,0.3182
4909,4.8,5.4,4.0,14,87,75.0,4.357142857,64.28571429,Studnitz told the paper this actually involved a suit against her late father's estate.,18,2.0,24,1.7142857142857142,5,1,1,2,1,5,0.357,0,0.0,0.0,0.0,1.0,0.0
298,2.4,5.4,4.8,6,30,58.33333333,12.16666667,66.66666667,"Also, the LED light stayed on.",6,1.2,7,1.1666666666666667,2,0,1,1,0,2,0.333,0,0.0,0.0,0.0,1.0,0.0
4910,3.8,5.4,2.0,32,242,93.75,1.0,90.625,"Study co-authors include Baudouin LeClercq (private practice) and Adela. Mattiazzi, Giselle Guerra, Hua Li, Leonardo Tamariz, Cristiane Carvalho, Warren Kupin, Isabel Jaraba, Decio Carvalho, Marco Ladino, and David Roth (University of Miami).",73,2.5172413793103448,76,2.375,27,1,0,1,0,3,0.094,8,0.033,0.0,0.0,1.0,0.0
299,3.2,4.6,3.0,20,109,62.5,4.45,70.0,"Also, the segment I taped yesterday with Bill Moyers should be available on the PBS site later today -- here.",23,1.7692307692307692,30,1.5,7,1,3,2,1,8,0.4,1,0.009,0.0,0.0,1.0,0.0
4911,5.2,5.8,2.2,34,193,76.47058824,5.941176471,52.94117647,"Stung by a rising tide of resistance and a closing window of opportunity, House Democrats have unleashed a new version of ObamaCare, weighing in at 1,990 pages and with a $1 trillion price tag.",44,2.2,58,1.7058823529411764,13,1,0,4,0,14,0.412,1,0.005,0.088,0.0,0.912,0.4215
300,3.0,5.2,4.0,27,139,66.66666667,5.259259259,55.55555556,"Also to get to the restaurants, shops and even the lobby of the hotel, it is a smoking property, so there will be people smoking in public.",24,2.0,40,1.4814814814814814,8,0,2,4,1,15,0.556,0,0.0,0.042,0.0,0.958,0.0258
4912,4.0,2.8,2.0,4,24,100.0,1.5,50.0,Subscribe to the podcast,5,2.5,7,1.75,2,0,0,0,0,2,0.5,0,0.0,0.0,0.0,1.0,0.0
301,4.8,6.6,4.4,27,159,48.14814815,3.518518519,81.48148148,"Also under trip advisor feb 6,2006 was: Traveler rating: 4 circles were shown, only 1 wasn't which is excellent rating, sadly that doesn't copy and paste here.",32,1.7777777777777777,44,1.6296296296296295,7,1,6,8,0,11,0.407,1,0.006,0.0,0.201,0.799,-0.7002
4913,2.8,1.6,3.4,4,26,100.0,2.0,75.0,Subscribe to Weekly Wrapup,7,2.3333333333333335,8,2.0,3,0,0,0,0,1,0.25,1,0.038,0.0,0.0,1.0,0.0
302,3.4,6.2,3.0,17,91,73.52941176,4.647058824,52.94117647,"Also up for grabs is a House seat from the 9th District, which includes Pullman and Cheney.",16,1.7777777777777777,24,1.411764705882353,6,0,1,2,0,8,0.471,0,0.0,0.0,0.0,1.0,0.0
4914,3.0,4.4,5.2,6,38,50.0,4.166666667,66.66666667,Such a showdown was almost inevitable.,9,3.0,12,2.0,1,2,1,1,0,3,0.5,0,0.0,0.0,0.0,1.0,0.0
303,2.6,3.6,4.8,27,124,68.51851852,7.333333333,51.85185185,"Also, what area is the best to stay in, to be close enough to all the sites but with plenty of places to eat in the evening.",21,1.75,36,1.3333333333333333,5,2,2,4,0,16,0.593,0,0.0,0.091,0.0,0.909,0.3818
4915,1.8,4.2,3.6,15,80,36.66666667,5.8,80.0,"sudo startmol -X does not go into non-gui anymore, but MOL still does not start.",15,1.6666666666666667,22,1.4666666666666666,5,1,3,4,0,6,0.4,3,0.037,0.0,0.0,1.0,0.0
304,2.2,3.6,2.0,10,74,30.0,0.6,70.0,Also what happens when you run:  sudo dpkg-reconfigure -phigh xserver-xorg,17,2.125,20,2.0,1,3,2,2,1,3,0.3,5,0.068,0.0,0.0,1.0,0.0
4916,4.2,5.8,2.6,18,90,69.44444444,4.0,55.55555556,"Suffice it to say that I'm renting a house in Wellesley, MA with a couple of room mates...",17,1.8888888888888888,26,1.4444444444444444,7,0,0,3,2,10,0.556,1,0.011,0.0,0.0,1.0,0.0
305,1.8,4.8,4.8,15,75,23.33333333,3.6,73.33333333,"Also, when i try to eject it almost every time it says cannot eject volume.",19,1.9,24,1.6,2,1,4,4,2,7,0.467,2,0.027,0.0,0.0,1.0,0.0
4917,6.0,5.6,2.4,44,232,57.95454545,5.909090909,63.63636364,"Supervisor John Avalos, chair of the board's budget committee, said, ""I'm hoping this could be a good thing for the city - that we'll have a mayor who is more focused on what needs to get done and can turn his vision into practice.""",39,1.625,60,1.3636363636363635,12,3,0,10,3,22,0.5,0,0.0,0.223,0.0,0.777,0.8622
306,3.4,2.6,2.4,4,22,75.0,9.25,75.0,Also with Open Office.,7,2.3333333333333335,8,2.0,2,0,1,0,0,1,0.25,0,0.0,0.0,0.0,1.0,0.0
4918,4.0,4.2,4.8,17,97,70.58823529,5.294117647,82.35294118,Supervisor Ross Mirkarimi said he's glad a distracted Newsom will have more time for his day job.,20,1.8181818181818181,26,1.5294117647058822,7,2,0,3,2,7,0.412,0,0.0,0.155,0.124,0.722,0.1531
307,2.6,3.2,4.4,6,43,25.0,2.5,100.0,Also you shouldn't miss Whiteface Mountain.,9,2.25,11,1.8333333333333333,2,0,2,1,1,2,0.333,2,0.047,0.224,0.0,0.776,0.1139
4919,4.2,5.2,3.8,45,260,62.22222222,4.955555556,46.66666667,"Supporters - and opponents - of Brown said they had been motivated by his dominance of their television sets and mailboxes, either appreciating his ""blueprint"" for Houston or feeling put off by a candidate who spent more than $3 million to get his message out.",52,2.1666666666666665,73,1.6222222222222222,11,1,1,9,5,22,0.489,0,0.0,0.246,0.0,0.754,0.8779
308,3.2,5.2,4.4,16,103,50.0,6.25,68.75,"Alternatively, I can use the script above (or just sdparm --command=stop), and the drive stops humming.",19,2.111111111111111,28,1.75,4,0,2,3,1,8,0.5,1,0.01,0.0,0.103,0.897,-0.1531
4920,3.8,4.8,4.6,55,306,57.27272727,4.563636364,67.27272727,"Sure, Levi's claiming principles as the obstacle we're facing to knowing everything he's got on the Palin family, but this 19 year-old kid from the sticks is either as innocent as he's assumed to be, or is far, far savvier than anyone could ever imagine (or at least savvy enough to listen to good advice).",70,1.9444444444444444,89,1.6181818181818182,10,6,7,13,3,24,0.436,2,0.007,0.14,0.029,0.831,0.7814
309,4.8,5.4,3.8,18,116,58.33333333,5.277777778,72.22222222,"Alternatively, you can look up their menu at www.menupages.com, but note that some may have special Christmas menus.",22,2.4444444444444446,31,1.7222222222222223,4,1,1,3,2,9,0.5,0,0.0,0.173,0.0,0.827,0.5499
4921,2.2,2.4,3.6,11,76,50.0,1.909090909,72.72727273,Surely that can't include hard-pAArtying and shacking up with Brandon Davis?,16,2.2857142857142856,20,1.8181818181818181,2,1,2,2,0,4,0.364,1,0.013,0.225,0.0,0.775,0.4404
310,5.6,4.6,4.0,20,120,65.0,4.25,55.0,"Although both men deny it, there is speculation that the president wants to hand power to Gamal, our correspondent adds.",24,2.0,33,1.65,7,0,0,4,2,9,0.45,1,0.008,0.136,0.102,0.763,0.2023
4922,2.4,1.6,4.6,3,16,0.0,0.333333333,66.66666667,Surely you jest.,4,2.0,5,1.6666666666666667,0,0,1,1,1,1,0.333,0,0.0,0.592,0.0,0.408,0.4404
311,3.2,4.4,3.8,16,108,62.5,7.75,75.0,"Although, given pigeons' tendency to carry disease, I'd recommend training a cat, spouse or younger sibling.",27,2.076923076923077,30,1.875,6,1,0,4,1,4,0.25,0,0.0,0.152,0.0,0.848,0.3612
4923,2.6,5.2,4.0,35,233,58.57142857,5.885714286,71.42857143,"Sure, this gave me access to http://localhost:631, I found the printer properly configured (except ""A4"" size had somehow reverted back to default ""Letter"" size), and the standard CUPS test page printed correctly in single-sided mode.",51,2.04,61,1.7428571428571429,11,2,4,9,2,10,0.286,1,0.004,0.065,0.0,0.935,0.3182
312,4.0,5.4,3.2,22,123,52.27272727,3.909090909,54.54545455,"Although he denies committing the crimes, he pleaded guilty to using a passport and credit card that did not belong to him.",23,1.9166666666666667,33,1.5,4,1,1,6,3,11,0.5,0,0.0,0.147,0.211,0.642,-0.4019
